0,1,2,3,4,5,Period,File_Name,True_class_labels,New_label
0.0451390527018,15.0975838983,0.0781323507407,-0.931715963091,0.1367,0.00517515592342,0.288279,3021005001789_2,5,5
0.0546242376293,15.1033780267,0.11306342391,-0.019014567761,0.212842817591,0.00748596927849,0.277219669759,3021005001789_3,5,5
0.0665253994043,15.0891555195,0.106637321715,0.0914648144714,0.203738428923,0.0070671497538,0.280099409975,3021005001789_4,5,5
0.118596636779,15.0905924883,0.119390003921,0.0365960705364,0.219741766242,0.0079115517839,0.270089588904,3021005001789_5,5,5
0.245609278497,16.1562587719,0.156309421999,-1.22026186888,0.235425,0.0096748525884,0.313472,3021016020523_2,5,5
0.204363796855,16.1471524379,0.181380999602,-0.816075311372,0.317418584524,0.0112330022461,0.316535571107,3021016020523_3,5,5
0.265254563805,16.1399567781,0.205859541626,-0.625463133984,0.370427476979,0.0127546525964,0.315869711956,3021016020523_4,5,5
0.165781227742,16.165783012,0.171811781422,-0.705700143898,0.307322807663,0.0106281137941,0.311576877107,3021016020523_5,5,5
0.0530420629202,15.4925577465,0.243566011911,-0.515370004395,0.39265,0.0157214848508,0.265929,3021022020167_2,5,5
0.171537518498,15.4895965036,0.269149905254,-0.264122720477,0.471807234385,0.0173761727875,0.263049587478,3021022020167_3,5,5
0.117961677685,15.4940483318,0.276916872925,-0.125445479561,0.508024341042,0.0178724673497,0.26500697419,3021022020167_4,5,5
-0.00981897745386,15.4954522215,0.275085205006,-0.029727713924,0.492811245564,0.0177526412959,0.261329969837,3021022020167_5,5,5
0.825690912588,14.8723835526,0.218949900075,-0.453259598882,0.36605,0.014721910533,0.266578,3021023007791_2,5,5
0.738048671803,14.8718477226,0.242930942277,-0.41403232377,0.413872193516,0.0163349535853,0.264738665429,3021023007791_3,5,5
0.668799099896,14.8765035658,0.242883467031,-0.559175418203,0.416338498696,0.0163266500059,0.269059817834,3021023007791_4,5,5
0.758013736596,14.8705551465,0.228346053216,-0.223174248589,0.432225573666,0.0153555836327,0.270183593898,3021023007791_5,5,5
0.895862498211,13.8027545263,0.169847027361,-0.169685803545,0.29535,0.0123052994268,0.408976,3021024017664_2,5,5
0.725039437312,13.8072309861,0.179251166871,-0.251773117752,0.328051766416,0.0129824124078,0.414502530399,3021024017664_3,5,5
0.775813257885,13.8017450229,0.190309956105,-0.174927316551,0.348036895678,0.0137888329186,0.392763915304,3021024017664_4,5,5
0.82175218531,13.8058080857,0.176706625821,-0.06430107236,0.318551729903,0.0127994409834,0.409447566356,3021024017664_5,5,5
0.699215859821,16.5844441395,0.133028077194,-0.283989028221,0.2371965,0.00802125630952,0.301769,3021027011748_2,5,5
0.343748623545,16.5919786899,0.182643790526,0.00147021870764,0.328045972617,0.0110079571545,0.298469335833,3021027011748_3,5,5
0.401761643803,16.5702292201,0.181345615533,0.165190964493,0.362755111518,0.0109440619755,0.2939431893,3021027011748_4,5,5
0.26339127257,16.5907025404,0.174708115289,-0.219715041304,0.322962281388,0.0105304832549,0.321448128553,3021027011748_5,5,5
0.239641033236,16.360147619,0.106079004486,-0.538638744163,0.19365,0.00648398822285,0.402918,3021028003808_2,5,5
0.424359633015,16.3534059301,0.170453288857,0.593171315543,0.360215181731,0.0104231063293,0.381761635642,3021028003808_3,5,5
0.574797131161,16.3574396825,0.16263913915,0.508138581942,0.34977458854,0.00994282371246,0.408463403102,3021028003808_4,5,5
0.363367185686,16.3587656311,0.142250334893,0.00310879951784,0.255232078275,0.00869566433683,0.414208691563,3021028003808_5,5,5
0.337134363263,16.2056466667,0.14391532634,-0.857599668026,0.2397,0.00888056671234,0.250679,3021030002152_2,5,5
0.28192220144,16.2057765503,0.18391013722,0.102143873386,0.340828664423,0.0113484310146,0.252891321381,3021030002152_3,5,5
0.0887763664328,16.2153993365,0.176850021981,-0.369446248528,0.316948753001,0.0109063007522,0.248586771511,3021030002152_4,5,5
0.291471776214,16.2128237288,0.175837531712,-0.409026323347,0.309691538694,0.0108455833884,0.240028728435,3021030002152_5,5,5
0.257269519764,14.3666654088,0.135245866949,-1.19646192952,0.2188,0.00941386627309,0.452433,3021032022091_2,5,5
0.186200804717,14.3664751419,0.153269081883,-0.840456985929,0.272625801436,0.0106685237937,0.474259410867,3021032022091_3,5,5
0.207147234883,14.3764225719,0.151304235906,-0.96057729716,0.259662058873,0.0105244705454,0.46404201465,3021032022091_4,5,5
0.154842913986,14.3646166092,0.149781886049,-0.893074997396,0.262580551951,0.0104271412265,0.44969692329,3021032022091_5,5,5
0.693445344391,14.91519,0.169897822136,-0.865885158728,0.27295,0.0113909257701,0.357952,3021033003460_2,5,5
0.522976738621,14.9104621696,0.181792724151,-0.744064499505,0.316125963491,0.0121922930412,0.354698679007,3021033003460_3,5,5
0.569757648796,14.9163128898,0.186149243701,-0.667319033806,0.333401294404,0.012479574884,0.346818833511,3021033003460_4,5,5
0.531731168805,14.9134940854,0.175372840412,-0.627766466096,0.31233902384,0.0117593395222,0.35609414207,3021033003460_5,5,5
0.882935723447,15.7198913333,0.200424095337,-0.431221863987,0.34465,0.0127497125194,0.357863,3021033006288_2,5,5
0.678740919554,15.7104310312,0.208723103267,-0.345924637564,0.362691883458,0.0132856382395,0.354597791858,3021033006288_3,5,5
0.747702237033,15.7278685825,0.207932078522,-0.216396920936,0.381989824009,0.0132206139332,0.348936810407,3021033006288_4,5,5
0.585119311046,15.7210452105,0.210110689257,-0.327907837893,0.382928456877,0.0133649313034,0.354620911269,3021033006288_5,5,5
0.133733836802,13.5456583333,0.0964711971264,-1.41867649853,0.14285,0.00712192753962,0.507648,3021036019092_2,5,5
0.233035127948,13.5457635709,0.117989560492,-0.39926097473,0.20072543316,0.00871043997443,0.511927682725,3021036019092_3,5,5
0.0529542349866,13.5499371686,0.108853502011,-0.691457791918,0.196447457323,0.00803350603453,0.506223546722,3021036019092_4,5,5
0.164063116255,13.5464055183,0.111359274465,-0.939200864423,0.190828599418,0.0082205773565,0.513885565525,3021036019092_5,5,5
0.0283249816885,16.822683125,0.106985401003,-0.427758662766,0.19705,0.00635959199896,0.318173,3021041009059_2,5,5
-0.118856786229,16.8248136414,0.179019236515,0.226547772125,0.388394330427,0.0106401913465,0.298388724748,3021041009059_3,5,5
-0.316784494738,16.8257379009,0.168097784557,0.166115483749,0.324707051753,0.00999051486168,0.311335966561,3021041009059_4,5,5
0.103183338155,16.8214141036,0.173723693284,-0.512599570133,0.330845079254,0.0103275320502,0.299541015328,3021041009059_5,5,5
0.797095192501,16.2265851351,0.225457501049,-0.507085074775,0.374475,0.0138943282996,3.040378,3021041012864_2,5,5
0.784784948349,16.2392126486,0.252357650376,-0.0390536159335,0.47490259026,0.0155400176004,3.04626694719,3021041012864_3,5,5
0.994877454627,16.2412331153,0.2563016068,0.735509757991,0.438758358128,0.0157809203883,2.97704378009,3021041012864_4,5,5
0.72786777517,16.2293811022,0.264773186406,-0.281403029618,0.462159991647,0.0163144352049,2.93480050449,3021041012864_5,5,5
0.556234631574,16.545742953,0.162584603172,-0.140271652255,0.2738,0.00982637066426,0.384389,3021042007841_2,5,5
0.352437560883,16.5360082598,0.195511877576,-0.324263948957,0.362823286721,0.0118234022688,0.380693279075,3021042007841_3,5,5
0.127113418183,16.5350250568,0.200177089231,-0.520054191402,0.364363288776,0.0121062465006,0.376670526564,3021042007841_4,5,5
0.365069787614,16.5436355628,0.222613751167,0.270224753965,0.448078327011,0.0134561566181,0.380831730261,3021042007841_5,5,5
0.149734360081,16.0779479342,0.0914902174125,-0.697580039295,0.167292,0.00569041632595,0.294078,3021042041013_2,5,5
