53583.542150 13.2143 0.061
53583.548248 13.1989 0.060
53583.554316 13.16 0.060
53583.560332 13.1324 0.060
53604.524307 13.1332 0.058
53604.532998 13.1568 0.059
53604.541757 13.2101 0.059
53604.550799 13.2799 0.059
53610.445721 13.0909 0.060
53610.452987 13.1206 0.060
53610.460111 13.1002 0.060
53610.467088 13.1296 0.060
53665.400122 13.3169 0.056
53665.411824 13.1855 0.055
53665.423522 13.1031 0.055
53665.435243 13.0951 0.055
53621.448283 13.0889 0.060
53621.457027 13.0797 0.060
53621.465861 13.093 0.060
53621.474507 13.0739 0.060
53826.783818 13.0962 0.054
53826.788505 13.0928 0.054
53826.793174 13.0869 0.054
53826.797888 13.1038 0.054
53920.654445 13.3266 0.058
53920.666429 13.4882 0.060
53920.678450 13.5514 0.062
53920.690432 13.4612 0.062
53893.692557 13.2922 0.058
53893.699445 13.2136 0.058
53893.706350 13.1757 0.058
53893.713237 13.1395 0.057
53805.763161 13.119 0.058
53805.769112 13.1231 0.058
53805.775041 13.1166 0.058
53805.780977 13.1161 0.058
53860.700776 13.5312 0.054
53860.714234 13.4924 0.054
53860.727889 13.324 0.053
53860.742032 13.173 0.053
54016.419220 13.1344 0.059
54016.427744 13.1365 0.059
54016.436244 13.1485 0.059
54016.444748 13.1252 0.059
54021.400978 13.1365 0.058
54021.409473 13.1684 0.059
54021.417985 13.2393 0.059
54021.426473 13.355 0.060
54209.722620 13.1989 0.060
54209.732979 13.2981 0.061
54209.743549 13.4421 0.062
54209.754209 13.5438 0.063
54318.553759 13.0922 0.061
54318.564740 13.0882 0.061
54318.575737 13.122 0.065
54318.586722 13.1152 0.091
54177.757582 14.3995 0.149
54178.781524 13.0456 0.060
54178.785057 13.0379 0.059
54178.788652 13.0793 0.060
54178.792240 13.0675 0.060
54234.683574 13.2263 0.060
54234.692302 13.2014 0.060
54234.701206 13.1935 0.060
54234.710244 13.1799 0.060
54413.409284 13.1006 0.056
54413.416880 13.1307 0.056
54413.424531 13.1328 0.057
54413.432117 13.1782 0.057
54424.422248 13.1095 0.062
54424.426737 13.1207 0.062
54424.431234 13.0841 0.062
54424.435729 13.0974 0.062
54375.403271 13.3562 0.060
54375.411842 13.2546 0.059
54375.420344 13.1829 0.059
54375.428782 13.1244 0.059
54348.447825 13.12 0.056
54348.459395 13.1163 0.056
54348.470876 13.1104 0.056
54348.482356 13.1127 0.056
54682.520171 13.2125 0.057
54682.528339 13.3121 0.058
54682.536692 13.4001 0.058
54682.544926 13.5022 0.059
54703.460449 13.0892 0.057
54703.469285 13.0777 0.057
54703.478049 13.0848 0.057
54703.486715 13.0853 0.057
54632.526019 13.1433 0.054
54632.532605 13.1959 0.054
54632.539187 13.2408 0.054
54632.545747 13.3501 0.055
54533.778690 13.046 0.059
54533.782707 13.0587 0.059
54533.786778 13.0418 0.058
54533.790824 13.0056 0.058
54592.662821 13.047 0.056
54592.671543 13.1902 0.068
54592.680280 13.0908 0.057
54592.689042 13.0455 0.056
54773.412895 13.0828 0.058
54773.434477 13.0954 0.058
54773.450332 13.047 0.058
54773.458046 13.0936 0.058
54742.397590 13.0778 0.057
54742.405400 13.0844 0.057
54742.413075 13.0774 0.057
54742.420834 13.0874 0.057
54755.413306 13.0199 0.057
54755.432234 12.3846 0.061
54756.399931 13.0668 0.058
54756.407452 13.0674 0.058
54756.414918 13.0675 0.058
54756.422385 13.0595 0.058
54947.693489 13.0589 0.057
54947.701172 13.0626 0.057
54947.708892 13.0777 0.057
54947.716546 13.055 0.057
55032.639966 13.1236 0.058
55032.647578 13.1319 0.058
55032.655236 13.1821 0.058
55032.662950 13.2467 0.058
55032.670610 13.3349 0.059
55043.661392 13.0787 0.058
55043.668764 13.072 0.058
55043.676096 13.0807 0.058
55043.683456 13.0689 0.058
55043.690809 13.0725 0.058
54997.573973 13.546 0.061
54997.580343 13.5114 0.060
54997.586712 13.4472 0.060
54997.594302 13.3278 0.059
55007.512669 13.1049 0.058
55007.520886 13.1145 0.058
55007.529059 13.1781 0.058
55007.537227 13.1612 0.062
54918.785377 13.0856 0.057
54918.789916 13.0867 0.057
54918.794460 13.0765 0.057
54918.798950 13.0934 0.057
54952.730485 13.5179 0.060
54952.739403 13.454 0.061
54952.748683 13.3511 0.058
54952.758028 13.2435 0.058
55112.442866 13.1434 0.058
55112.451180 13.1014 0.057
55112.459505 13.1026 0.057
55112.467821 13.0905 0.057
55126.417555 13.2985 0.056
55126.427089 13.4274 0.057
55126.436627 13.5991 0.057
55126.446176 13.7144 0.058
55098.396015 13.1362 0.055
55098.407008 13.1075 0.055
55098.417944 13.0927 0.055
55098.428672 13.0971 0.055
55394.549280 13.0033 0.055
55394.589634 13.0465 0.055
55397.545362 13.0498 0.055
55397.578442 13.0216 0.055
55353.756214 13.0579 0.058
55353.802478 13.051 0.058
55272.769799 13.0621 0.058
55323.708802 13.1668 0.056
55323.744858 13.0597 0.056
55338.806211 13.5664 0.061
55338.822445 13.2747 0.061
55467.450993 13.0329 0.056
55467.482771 13.0388 0.056
55659.747310 13.4966 0.058
55659.783446 13.3659 0.057
55007.549974 13.4628 0.057
55734.593722 13.5001 0.057
55734.607413 13.3841 0.056
55734.621162 13.2397 0.055
55734.634706 13.1229 0.055
55762.649169 13.1306 0.055
55762.661979 13.2625 0.055
55762.674815 13.3739 0.056
55762.687660 13.5324 0.056
55821.461149 12.9873 0.054
55821.475200 13.0069 0.054
55821.489288 13.015 0.054
55821.503350 13.0805 0.054
56048.661836 12.993 0.054
56048.671806 13.0032 0.054
56048.681822 13.012 0.054
56048.691773 13.0162 0.054
56068.628756 12.988 0.054
56068.641574 13.0028 0.054
56068.654440 12.9817 0.054
56068.667283 12.9866 0.054
56123.589478 13.0499 0.052
56123.600752 13.1659 0.053
56123.612089 13.2643 0.053
56123.623427 13.4437 0.053
56155.503540 13.4239 0.054
56155.515556 13.5269 0.055
56155.527619 13.3862 0.054
56155.539680 13.248 0.054
56176.507441 13.022 0.053
56176.520083 13.0134 0.053
56176.532812 13.0497 0.053
56176.545572 13.0493 0.053
56375.754180 13.1096 0.054
56375.764803 13.0601 0.054
56375.774955 13.07 0.054
56375.785271 13.041 0.054
56380.759925 13.0702 0.054
56380.772214 13.06 0.054
56380.784400 13.0751 0.053
56380.796678 13.0879 0.054
56404.683303 13.0314 0.053
56404.693268 13.029 0.053
56404.703261 13.0173 0.053
56404.715188 13.0065 0.053
56445.695564 13.317 0.054
56445.707860 13.1761 0.054
56445.720852 13.0356 0.053
56445.732952 13.0347 0.053
