53598.419728 16.4764 0.128
53598.428124 16.4703 0.129
53598.436001 16.4735 0.129
53598.443922 16.4389 0.127
53613.427833 16.5864 0.157
53613.436407 16.6818 0.166
53613.445002 16.6276 0.161
53613.453590 16.5842 0.160
53580.532152 16.3506 0.114
53580.540246 16.3052 0.112
53580.547962 16.3277 0.114
53580.555670 16.4046 0.118
53831.599988 16.6835 0.126
53831.607846 16.6717 0.126
53831.615822 16.6145 0.122
53831.623935 16.646 0.124
53845.659876 16.4804 0.116
53845.669432 16.4782 0.116
53845.678976 16.509 0.117
53845.688459 16.457 0.115
53975.429300 16.4258 0.129
53975.437837 16.562 0.136
53975.446356 16.5565 0.137
53975.454918 16.5576 0.138
53919.502077 16.7127 0.141
53919.511084 16.673 0.140
53919.520134 16.6892 0.139
53919.529175 16.6044 0.134
53946.431419 16.4811 0.107
53946.442881 16.4846 0.108
53946.454340 16.4238 0.106
53946.465805 16.4717 0.108
53889.491023 16.3537 0.097
53889.501855 16.3004 0.096
53889.512542 16.3743 0.098
53889.523126 16.3757 0.098
53900.521717 16.4254 0.122
53900.532075 16.4113 0.122
53900.562505 16.4199 0.121
53900.573026 16.3862 0.120
53914.515737 16.6645 0.134
53914.524258 16.6604 0.134
53914.532809 16.6255 0.132
53914.541358 16.6346 0.133
53817.679677 16.6594 0.123
53817.689866 16.6535 0.123
53817.700280 16.6262 0.122
53817.710326 16.5058 0.117
53860.625726 16.5901 0.094
53860.637858 16.5666 0.094
53860.649914 16.6318 0.096
53860.661961 16.6069 0.095
53873.606746 16.5071 0.119
53873.616667 16.4995 0.119
53873.626551 17.1449 0.298
53873.636413 16.597 0.124
53878.595835 16.6264 0.124
53878.605715 16.676 0.127
53878.615590 16.695 0.128
53878.625496 16.6648 0.126
54200.729828 16.6939 0.123
54200.735255 16.6932 0.122
54200.740676 16.6653 0.121
54200.746090 16.6281 0.119
54209.675935 16.6137 0.143
54209.686636 16.6248 0.144
54209.697353 16.5495 0.139
54209.708073 16.5041 0.137
54323.437575 16.5201 0.109
54323.448464 16.6151 0.113
54323.459458 16.5855 0.112
54323.470339 16.6636 0.116
54295.449006 16.3846 0.122
54295.453758 16.3673 0.122
54295.458572 16.3907 0.123
54295.463356 16.3982 0.123
54174.554926 16.5555 0.118
54174.557241 16.6602 0.123
54174.559546 16.5111 0.116
54174.561863 16.6198 0.121
54181.762393 16.3686 0.110
54181.768405 16.3861 0.110
54181.774475 16.3772 0.110
54181.780493 16.3935 0.111
54187.600459 16.7052 0.148
54187.611837 16.7807 0.152
