0 1 2 3 4 5 Period File_Name True_class_labels New_label Prediction
-0.7779880574600001 15.6509827586 0.279768951555 -0.33648910053099995 0.49635 0.0178754878125 0.633417606 3021001008760 1 22 4
-1.0199548462 13.9612721333 0.172024444646 0.46410173919500003 0.3255395 0.012321545128799998 0.5653859999999999 3021005007755 1 22 4
-0.314994974936 14.8845173077 0.23465213961 -0.809046067454 0.427775 0.015764847106500002 0.541902 3021025009768 1 22 4
-0.47029023664700004 15.005045754700001 0.23042105743299998 -0.489147805633 0.39785 0.015356238241399998 0.520089 3021103004912 1 22 4
-0.0868506713005 16.8836572034 0.226795176182 -0.721980063558 0.404425 0.0134328228446 0.624977 3021115035579 1 22 4
-0.12252049052000001 15.800001298699998 0.21821736393000002 -0.103772559144 0.434225 0.0138112244299 0.542423 3021118087551 1 22 4
-0.102512357527 15.5572678899 0.294088949872 0.048451502544800004 0.6163 0.0189036373194 0.536403 3023115003625 1 22 4
-0.33968837854500006 16.6359178899 0.36822435086499994 0.090512089372 0.7127 0.0221342972057 0.5688125 3023115075686 1 22 4
-0.409945359067 16.2221012048 0.295659696922 -0.36388163822999997 0.57255 0.018225733719 0.48911800000000005 3023116100055 1 22 4
-0.693145572087 14.965533519600001 0.207648135167 -0.47560145634400003 0.35115 0.013875090714 0.517783 3023142005495 1 22 4
-0.937884024083 15.785141772200001 0.26044599654399997 0.30973538128600003 0.4801 0.0164994398089 0.47421800000000003 3025047089527 1 22 4
0.12984738508 18.5554473282 0.369543464235 -0.360826955609 0.66275 0.0199156321967 0.436076 3027105077018 1 22 3
-0.393723520713 16.3995497382 0.31367282849800004 0.0926769178734 0.612675 0.0191269171108 0.483142 3027110038248 1 22 4
-0.306809273927 14.993687218 0.267200829096 -0.29104936254700003 0.50815 0.0178208885653 0.45480550000000003 3027111098475 1 22 4
-0.567483464826 14.683023871 0.263322724375 -0.47885634903700003 0.478025 0.017933821172599996 0.5279515 3029108122788 1 22 4
-0.549771087443 15.4068231405 0.260273705825 0.314304483873 0.43035 0.0168934051784 0.46513999999999994 3029109127834 1 22 4
0.00363928629129 16.6464435294 0.183027592121 -1.18488219712 0.29455 0.010994996727 0.463898 3031008006032 1 22 3
-0.41122616873499995 16.490508910899997 0.24022263605099997 -0.7410219282350001 0.414575 0.0145673270212 0.446568 3035056036998 1 22 4
-0.931098338672 15.094509434 0.283675075397 -0.066050627757 0.504075 0.0187932623209 0.449971 3035119129202 1 22 4
-0.138293656775 15.7940656566 0.152760173712 -0.0795097893154 0.29305 0.00967199814368 0.629768 3035122023357 1 22 4
-0.38657500606 15.4656747934 0.285908479088 -0.468321343857 0.52155 0.0184866475538 0.47859399999999996 3037074033929 1 22 4
-0.541114248055 14.9135024038 0.26687776272 -0.795687750566 0.46045 0.0178950427266 0.537428 3039073055276 1 22 4
-0.38994189262699996 15.13820815 0.22260018675 -0.238220403358 0.394123 0.014704526754 0.52376 3043081106509 1 22 4
-0.58974985649 15.248479999999999 0.23003977266399997 0.656512800754 0.47165 0.015086078918299998 0.5166970000000001 3043105009271 1 22 4
-0.55835074187 15.0785145946 0.28502175346700004 0.37015768779200003 0.49425 0.018902508710599997 0.511837 3045071093996 1 22 4
-1.01494356068 15.568891860499999 0.335758667212 -0.13119934035999997 0.54695 0.0215659964898 0.447529 3047057062602 1 22 4
-0.582602373692 15.6542863309 0.37410303743600004 -0.21591382399 0.69055 0.023897802143599996 0.46711899999999995 3047068106006 1 22 4
-0.11657997084300001 16.2732230769 0.28314288362 0.84929390506 0.623 0.017399311880700003 0.506776 3047074040730 1 22 4
-0.11534630367599999 15.589640140799998 0.132644006018 -1.12426998745 0.2171 0.00850847131936 0.46468000000000004 3047105027516 1 22 3
-0.189936490074 17.1232394916 0.276358706336 -0.54116813139 0.4822595 0.0161393938613 0.5331779999999999 3049027011546 1 22 4
-0.44546027226400003 16.739731506800002 0.279254400574 -0.634165617854 0.500275 0.0166821313986 0.51667 3049058048305 1 22 4
-1.0139506149700002 15.762552471900001 0.23972097509399998 -0.10093025381000001 0.403609 0.0152082586574 0.45219296200000003 3057075110474 1 22 4
0.10005316778899999 17.6434112903 0.23049416485899998 -1.0479548535799998 0.38705 0.0130640362607 0.434367 3059079019228 1 22 3
-0.407535804231 15.0789170156 0.208154145962 -0.548229333158 0.37152675 0.013804316699 0.5307350000000001 3063004002467 1 22 4
-0.561889896411 16.7493366667 0.268531463685 -0.41808102647100004 0.4781 0.0160323640888 0.5332015 3067011016308 1 22 4
-0.628345252266 14.988564285699999 0.200789878114 -0.0680599647348 0.374075 0.013396204885700001 0.525676 3067053087839 1 22 4
-0.48780050304899997 14.296067571400002 0.188140474813 0.0731501424603 0.3180505 0.013160295575899999 0.5371370320000001 3073011055001 1 22 4
-0.0718803796763 15.5785984791 0.143194808137 -0.6891997253409999 0.26645 0.00919176447931 0.376977 3021111029423 2 22 3
0.368755900375 15.427066233800002 0.195056560968 -0.234098395814 0.37565 0.0126437883919 0.367954 3021118095355 2 22 3
0.161267571851 15.667920082 0.143039502047 -1.2899477901899998 0.23 0.00912945057792 0.42822200000000005 3023073011891 2 22 3
0.19510724106 15.1321849673 0.164594068608 -1.0399305293899999 0.26315 0.0108770854284 0.385267 3023117088544 2 22 3
0.22547338311 13.9340053571 0.15406228496899999 -0.594548307053 0.25515 0.0110565685185 0.42063599999999995 3023143052058 2 22 3
0.025099507110900005 14.9611814286 0.145461621637 -0.930562465737 0.25755 0.00972260261209 0.360822 3025002012779 2 22 3
